4204	1	447358
325797	1	444504
111962	1	437366
243520	1	453041
196712	1	457266
294742	1	457229
10435	1	462020
327719	1	461838
417747	1	464636
271217	1	459267
19658	1	436835
301402	1	435024
67207	1	462733
107879	1	446824
350378	1	449678
325037	1	456506
73919	1	452549
43995	1	459191
97299	1	454198
195979	1	447021
421190	1	450384
242349	1	462013
279222	1	439860
359024	1	440822
358526	1	466407
193107	1	437207
241871	1	441536
202413	1	447621
418328	1	451965
123430	1	442599
142886	1	452917
149011	1	468110
268018	1	453830
41783	1	451123
183820	1	449744
317087	1	439019
112455	1	441138
373032	1	438011
196712	1	458973
289567	1	459041
38803	1	452504
51610	1	466559
274523	1	441271
210572	1	437506
40146	1	457838
417459	1	457126
196187	1	442698
349671	1	437128
322691	1	437063
330493	1	459092
93668	1	467926
139202	1	452504
317662	1	448982
226331	1	439012
175241	1	444551
123927	1	454282
417158	1	446540
119075	1	435490
269101	1	452365
353188	1	447566
34279	1	454854
166403	1	440307
11747	1	440278
90638	1	440058
17781	1	453184
137229	1	441691
164403	1	456160
185429	1	449462
428999	1	450319
141180	1	465080
405937	1	467940
225032	1	459426
213490	1	450558
116118	1	439801
66248	1	442164
17781	1	442243
290675	1	451035
1789	1	449096
83644	1	463965
248851	1	455109
294008	1	437682
41547	1	451191
176253	1	459772
172428	1	458546
273507	1	459360
21188	1	455750
412777	1	460047
412532	1	440089
328851	1	441908
107145	1	441999
156069	1	453526
365826	1	452353
192489	1	453361
6209	1	456217
386679	1	452135
334522	1	458813
226158	1	447389
150520	1	465073
91581	1	448416
16561	1	435107
417747	1	462950
196611	1	440618
202682	1	450345
134521	1	463545
273383	1	457938
225363	1	460024
240260	1	444489
316874	1	450038
205475	1	461880
243880	1	444013
142421	1	462653
306724	1	454352
251044	1	435125
20295	1	446427
172094	1	447461
99513	1	458126
142886	1	439577
112763	1	459931
147661	1	435810
13337	1	452781
305147	1	452893
172428	1	451785
283281	1	452203
425383	1	464390
336056	1	456181
67138	1	462600
382314	1	466861
390705	1	461054
107062	1	455842
