447315	3	469857
447315	3	469376
447315	3	469110
447315	3	469191
447315	3	469045
461695	3	469107
461695	3	469105
461695	3	469376
447326	3	469965
447326	3	469857
447326	3	469535
449918	3	469555
449918	3	469857
448880	3	469748
448880	3	469744
448880	3	469753
448880	3	470063
449527	3	469190
449527	3	469054
449527	3	469533
449527	3	469672
449527	3	469857
447446	3	469768
447446	3	469857
447446	3	469870
447446	3	469932
440116	3	469248
440116	3	469949
440116	3	469172
440116	3	469017
440116	3	469926
460585	3	469768
460585	3	469857
455179	3	469297
455179	3	469017
455179	3	469107
455179	3	468987
455179	3	469045
437053	3	469857
437053	3	469114
446448	3	469449
446448	3	469063
446448	3	469568
446448	3	469280
446448	3	469436
461798	3	469344
461798	3	469904
461798	3	469259
461798	3	469394
461798	3	469132
440810	3	469857
440810	3	469533
467551	3	469499
467551	3	469500
467551	3	469331
442544	3	469688
442544	3	469335
442544	3	469449
442544	3	469904
442544	3	469280
463940	3	469882
463940	3	469857
463940	3	469054
463940	3	469672
463940	3	469190
455083	3	468987
455083	3	469945
455083	3	469857
455083	3	469054
455083	3	469672
434968	3	469376
434968	3	469423
463489	3	469857
463489	3	469036
463489	3	469255
463489	3	469398
463489	3	469376
457267	3	469546
457267	3	469479
457267	3	469591
454111	3	469604
454111	3	469397
454111	3	469573
454111	3	470030
454111	3	469563
439854	3	469364
439854	3	469760
439854	3	469449
439854	3	468963
439854	3	470022
436972	3	469369
436972	3	469442
436972	3	469212
436972	3	469479
460469	3	469740
460469	3	469591
445013	3	469904
445013	3	469022
445013	3	468963
467730	3	469335
467730	3	469904
460723	3	469423
460723	3	469376
459463	3	469052
459463	3	469063
437166	3	469857
437166	3	469175
463926	3	469146
463926	3	469028
463926	3	469036
444143	3	469836
444143	3	469479
444143	3	469837
435211	3	469118
435211	3	470027
435211	3	469117
435211	3	469500
435211	3	470028
458687	3	469344
458687	3	469904
458687	3	469623
452642	3	469882
452642	3	469857
452642	3	469965
452642	3	469535
462620	3	469376
462620	3	469423
443466	3	469049
443466	3	469353
442584	3	469007
442584	3	469904
442584	3	469299
442584	3	469016
442584	3	468997
438194	3	469471
438194	3	469479
438194	3	469682
438194	3	469804
438194	3	470099
435511	3	469063
435511	3	469438
435511	3	469434
435511	3	469437
436145	3	469376
436145	3	469510
436145	3	469262
436145	3	469898
443600	3	469423
443600	3	469376
438180	3	469768
438180	3	469857
441269	3	469904
441269	3	469259
441269	3	469423
441269	3	469344
441269	3	469376
465431	3	470097
465431	3	469591
465431	3	469740
448143	3	469114
448143	3	469857
448143	3	469345
466506	3	469535
466506	3	469175
466506	3	469857
466506	3	470002
463460	3	469857
463460	3	469045
463460	3	469160
463460	3	469043
463460	3	469376
436885	3	469376
436885	3	469191
451713	3	469836
451713	3	468995
451713	3	469479
461883	3	469449
461883	3	469280
461883	3	469615
461883	3	469591
461883	3	469680
448320	3	469155
448320	3	469865
448320	3	469904
448320	3	469369
448320	3	469591
449437	3	469479
449437	3	470030
456942	3	469036
456942	3	469028
456942	3	469146
456942	3	469029
455727	3	469857
455727	3	469104
455727	3	470056
455727	3	469043
455727	3	469376
442403	3	469904
442403	3	469538
447562	3	469590
447562	3	469992
447562	3	468963
447562	3	469017
447562	3	469331
455911	3	469896
455911	3	469857
455911	3	469965
455911	3	469971
455911	3	469945
439924	3	469748
439924	3	469749
439924	3	469753
459966	3	469290
459966	3	469755
459966	3	469449
