370365	2	21655
370365	2	289458
370365	2	13547
370365	2	295012
370365	2	150329
370365	2	200586
370365	2	430801
370365	2	413072
370365	2	224877
370365	2	167796
370365	2	233051
370365	2	424003
370365	2	343698
370365	2	281969
370365	2	3872
370365	2	309737
370365	2	21054
370365	2	299455
370365	2	428054
370365	2	312570
370365	2	281199
370365	2	383934
370365	2	75484
370365	2	325708
370365	2	358783
370365	2	323743
370365	2	1453
370365	2	62586
370365	2	152593
370365	2	248598
370365	2	23075
370365	2	12780
370365	2	153420
370365	2	409205
370365	2	407706
370365	2	310552
370365	2	124436
370365	2	191387
370365	2	249224
370365	2	399413
370365	2	181069
370365	2	421367
370365	2	264291
370365	2	384396
370365	2	108037
370365	2	350342
370365	2	140483
370365	2	246968
370365	2	59613
370365	2	128518
370365	2	99623
370365	2	10073
370365	2	130069
370365	2	47512
370365	2	162076
370365	2	19808
370365	2	51215
370365	2	74598
370365	2	107002
370365	2	312554
370365	2	576
370365	2	329377
370365	2	46367
370365	2	415303
370365	2	419570
370365	2	343742
370365	2	153139
370365	2	126937
370365	2	18376
370365	2	35848
370365	2	109905
370365	2	406959
370365	2	188083
370365	2	14372
370365	2	185255
370365	2	197559
370365	2	316313
370365	2	180284
370365	2	330740
370365	2	265511
370365	2	2779
370365	2	368717
370365	2	382905
370365	2	67106
370365	2	368348
370365	2	299797
370365	2	287464
370365	2	343200
370365	2	133619
370365	2	46219
370365	2	97334
370365	2	386650
370365	2	199172
370365	2	226803
370365	2	425155
370365	2	122877
370365	2	75176
370365	2	77292
370365	2	111432
370365	2	386733
370365	2	82009
370365	2	152145
370365	2	241601
370365	2	197107
370365	2	316370
370365	2	270405
370365	2	368753
370365	2	389060
370365	2	353647
370365	2	337659
370365	2	1841
370365	2	317020
370365	2	331124
370365	2	383556
370365	2	5772
370365	2	273607
370365	2	395283
370365	2	130768
370365	2	3549
370365	2	185088
370365	2	212078
370365	2	264293
370365	2	190895
370365	2	216897
370365	2	234892
370365	2	104977
370365	2	387101
370365	2	176831
370365	2	113044
370365	2	33288
370365	2	322518
370365	2	187606
370365	2	325143
370365	2	97978
370365	2	312717
370365	2	368963
370365	2	241444
370365	2	428834
370365	2	55675
370365	2	312508
370365	2	250289
370365	2	300830
370365	2	71526
370365	2	320250
370365	2	269474
370365	2	64245
370365	2	423136
370365	2	222972
370365	2	380423
370365	2	122863
370365	2	364037
370365	2	128916
370365	2	199123
370365	2	246380
370365	2	33341
370365	2	367286
370365	2	242199
370365	2	358168
370365	2	61127
370365	2	268367
370365	2	320403
370365	2	45663
370365	2	177948
370365	2	266600
370365	2	267517
370365	2	403747
370365	2	317951
370365	2	364056
370365	2	418551
370365	2	87448
370365	2	163606
370365	2	24362
370365	2	415381
370365	2	109197
370365	2	290109
370365	2	195363
370365	2	13723
370365	2	339536
370365	2	2736
370365	2	425629
370365	2	306415
370365	2	241161
370365	2	338576
370365	2	214742
370365	2	136707
370365	2	134723
370365	2	81288
370365	2	246965
370365	2	132588
370365	2	201553
370365	2	251584
370365	2	52405
370365	2	222385
370365	2	91257
370365	2	362151
370365	2	155466
370365	2	27380
370365	2	114939
370365	2	207859
370365	2	360921
370365	2	241748
370365	2	301369
370365	2	336476
370365	2	32343
370365	2	136860
370365	2	332011
370365	2	148204
370365	2	219487
370365	2	36484
370365	2	206852
370365	2	160543
370365	2	82791
370365	2	346859
370365	2	183440
370365	2	16272
370365	2	115320
370365	2	59885
370365	2	55500
370365	2	69987
370365	2	431646
370365	2	182254
370365	2	105434
370365	2	397407
370365	2	305237
370365	2	185008
370365	2	304588
370365	2	345720
370365	2	216449
370365	2	191490
370365	2	307150
370365	2	97696
370365	2	405775
370365	2	239337
370365	2	313571
370365	2	82816
370365	2	332101
370365	2	87170
370365	2	93507
370365	2	15026
370365	2	412714
370365	2	236312
370365	2	5558
370365	2	77208
370365	2	139785
370365	2	354864
370365	2	379613
370365	2	55661
370365	2	299194
370365	2	124293
370365	2	314750
370365	2	138426
370365	2	84696
370365	2	234522
370365	2	342604
370365	2	168754
370365	2	209607
370365	2	110643
370365	2	60300
370365	2	37856
370365	2	147733
370365	2	57353
370365	2	181824
370365	2	223652
370365	2	135254
370365	2	430851
370365	2	211166
370365	2	319164
370365	2	28378
370365	2	110846
370365	2	357297
370365	2	427771
370365	2	201152
370365	2	25613
370365	2	365809
370365	2	177427
370365	2	239147
370365	2	196826
370365	2	67685
370365	2	280997
370365	2	369679
370365	2	357720
370365	2	148243
370365	2	339178
370365	2	416381
